Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5528;5004;6052;100,0;31;31;0;215;96,1;4;4773;540;142;100;247;52;48;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2628;2379;2877;100,0;31;31;0;1;100,0;6;2264;363;87;77;195;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;10446;9418;11474;100,0;31;31;0;278;97,3;Totalt i retning Langnestunnelen;8903;1264;255;237;691;81;75;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;8259;7505;9013;100,0;31;31;0;19;99,8;Totalt i retning Hamna;7962;278;84;146;25;22;21;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;18705;16925;20485;100,0;31;31;0;297;98,4;Totalt;16866;1542;339;383;716;103;96;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;1927;1693;2161;100,0;30;30;0;23;98,8;1;1825;79;26;36;9;8;8;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2009;1630;2388;100,0;30;30;0;39;98,1;2;1662;307;21;46;221;19;17;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5618;4663;6573;100,0;30;30;0;6;99,9;3;5488;124;46;59;9;9;9;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5159;4343;5975;100,0;30;30;0;125;97,6;4;4540;494;149;69;235;41;37;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2445;2063;2827;100,0;30;30;0;0;100,0;6;2151;294;71;45;175;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;9613;8043;11183;100,0;30;30;0;164;98,3;Totalt i retning Langnestunnelen;8353;1096;241;160;631;64;58;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;7545;6368;8722;100,0;30;30;0;28;99,6;Totalt i retning Hamna;7313;204;72;95;18;19;18;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;17158;14413;19903;100,0;30;30;0;192;98,9;Totalt;15666;1300;313;255;649;82;75;7
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4334;3894;4774;100,0;31;31;0;1;100,0;1;3817;516;254;134;68;60;56;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;609;496;722;100,0;31;31;0;1;99,8;3;578;30;25;3;2;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;2;1;3;100,0;31;31;0;1;50,0;Totalt i retning Tomasjord;1;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4941;4401;5481;100,0;31;31;0;1;100,0;Totalt i retning Tromsøya;4394;546;279;137;70;60;56;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4942;4401;5483;100,0;31;31;0;1;100,0;Totalt;4395;546;279;137;70;60;56;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;4819;4381;5257;100,0;28;28;0;1;100,0;1;4259;559;265;146;77;71;66;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;628;530;726;100,0;28;28;0;0;100,0;3;601;27;23;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;0;0;0;100,0;28;28;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5447;4913;5981;100,0;28;28;0;1;100,0;Totalt i retning Tromsøya;4860;586;288;149;78;71;66;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5447;4913;5981;100,0;28;28;0;1;100,0;Totalt;4860;586;288;149;78;71;66;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;4877;4458;5296;100,0;31;31;0;1;100,0;1;4297;579;278;149;79;74;69;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;678;579;777;100,0;31;31;0;1;99,9;3;647;30;26;3;1;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;1;0;2;100,0;31;31;0;0;100,0;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5554;5037;6071;100,0;31;31;0;1;100,0;Totalt i retning Tromsøya;4944;609;303;152;80;74;69;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5555;5038;6072;100,0;31;31;0;2;100,0;Totalt;4944;609;303;152;80;74;69;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;4429;3863;4995;100,0;30;30;0;0;100,0;1;3920;509;234;139;70;65;61;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;572;451;693;100,0;30;30;0;0;100,0;3;549;23;19;2;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;0;0;0;100,0;30;30;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5002;4318;5686;100,0;30;30;0;1;100,0;Totalt i retning Tromsøya;4469;532;254;142;70;66;62;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5002;4318;5686;100,0;30;30;0;1;100,0;Totalt;4469;532;254;142;70;66;62;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;4767;4281;5253;100,0;31;31;0;1;100,0;1;4157;609;267;184;78;78;74;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;684;561;807;100,0;31;31;0;0;100,0;3;653;31;25;4;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;1;0;2;100,0;31;31;0;0;100,0;Totalt i retning Tomasjord;0;1;0;1;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;5450;4844;6056;100,0;31;31;0;1;100,0;Totalt i retning Tromsøya;4810;639;292;188;79;80;75;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;5451;4845;6057;100,0;31;31;0;2;100,0;Totalt;4810;639;293;189;79;80;75;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;5091;4589;5593;100,0;30;30;0;0;100,0;1;4354;737;320;239;84;94;89;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;771;617;925;100,0;30;30;0;0;100,0;3;732;40;30;7;2;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;0;−1;1;100,0;30;30;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;5862;5227;6497;100,0;30;30;0;1;100,0;Totalt i retning Tromsøya;5085;776;349;246;86;94;89;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;5862;5227;6497;100,0;30;30;0;0;100,0;Totalt;5085;776;349;246;86;94;89;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;3529;3190;3868;100,0;31;31;0;0;100,0;1;3029;500;221;168;47;63;59;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;359;303;415;100,0;31;31;0;0;100,0;3;341;17;13;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;0;0;0;100,0;31;31;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;3888;3495;4281;100,0;31;31;0;1;100,0;Totalt i retning Tromsøya;3370;517;234;171;48;63;59;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;3888;3495;4281;100,0;31;31;0;1;100,0;Totalt;3370;517;234;171;48;63;59;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;4569;4147;4991;100,0;31;31;0;0;100,0;1;3947;622;274;209;63;76;72;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;638;522;754;100,0;31;31;0;0;100,0;3;606;32;25;5;1;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;0;0;0;100,0;31;31;0;0;-;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;5207;4678;5736;100,0;31;31;0;1;100,0;Totalt i retning Tromsøya;4552;654;299;214;64;77;73;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;5207;4678;5736;100,0;31;31;0;1;100,0;Totalt;4552;654;299;214;64;77;73;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;4937;4499;5375;100,0;30;30;0;0;100,0;1;4244;693;313;218;80;82;77;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;749;637;861;100,0;30;30;0;1;99,9;3;714;35;28;5;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;0;0;0;100,0;30;30;0;0;-;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;5686;5137;6235;100,0;30;30;0;1;100,0;Totalt i retning Tromsøya;4957;728;341;223;81;83;78;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;5686;5137;6235;100,0;30;30;0;0;100,0;Totalt;4958;728;341;223;81;83;78;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;4736;4299;5173;100,0;31;31;0;1;100,0;1;4105;630;283;194;75;78;74;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;701;585;817;100,0;31;31;0;0;100,0;3;667;34;28;4;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;1;−1;3;100,0;31;31;0;1;0,0;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;5435;4884;5986;100,0;31;31;0;0;100,0;Totalt i retning Tromsøya;4772;662;310;198;76;78;74;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;5437;4886;5988;100,0;31;31;0;1;100,0;Totalt;4773;663;311;198;76;78;74;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;4807;4367;5247;100,0;30;30;0;0;100,0;1;4189;618;284;179;78;77;72;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;715;609;821;100,0;30;30;0;0;100,0;3;683;33;28;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;0;0;0;100,0;30;30;0;0;-;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;5522;4977;6067;100,0;30;30;0;0;100,0;Totalt i retning Tromsøya;4871;651;312;182;80;77;72;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;5523;4978;6068;100,0;30;30;0;1;100,0;Totalt;4871;651;312;182;80;77;72;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;4383;3922;4844;100,0;31;31;0;1;100,0;1;3905;477;233;120;66;58;54;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;577;471;683;100,0;31;31;0;0;100,0;3;551;26;21;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;1;0;2;100,0;31;31;0;1;0,0;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;4960;4397;5523;100,0;31;31;0;1;100,0;Totalt i retning Tromsøya;4456;504;255;124;67;58;54;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;4960;4397;5523;100,0;31;31;0;1;100,0;Totalt;4456;504;255;124;67;58;54;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4195;3815;4575;100,0;31;31;0;1;100,0;1;3664;529;249;139;77;65;60;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;543;456;630;100,0;31;31;0;0;100,0;3;516;26;21;4;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;1;0;2;100,0;31;31;0;1;0,0;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4736;4273;5199;100,0;31;31;0;0;100,0;Totalt i retning Tromsøya;4181;555;270;142;78;65;60;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4738;4275;5201;100,0;31;31;0;2;100,0;Totalt;4181;556;270;143;78;65;60;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4219;3856;4582;100,0;28;28;0;0;100,0;1;3679;540;252;144;78;65;61;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;561;475;647;100,0;28;28;0;1;99,8;3;534;26;20;4;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;0;0;0;100,0;28;28;0;0;-;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4780;4336;5224;100,0;28;28;0;1;100,0;Totalt i retning Tromsøya;4213;566;272;149;80;65;61;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4780;4336;5224;100,0;28;28;0;1;100,0;Totalt;4213;566;272;149;80;65;61;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;4370;4019;4721;100,0;31;31;0;0;100,0;1;3817;553;259;145;82;66;61;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;562;483;641;100,0;31;31;0;1;99,8;3;533;28;21;5;1;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;0;0;0;100,0;31;31;0;0;-;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;4931;4513;5349;100,0;31;31;0;0;100,0;Totalt i retning Tromsøya;4350;581;281;150;84;67;62;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;4932;4514;5350;100,0;31;31;0;1;100,0;Totalt;4350;581;281;150;84;67;62;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;3866;3363;4369;100,0;30;30;0;0;100,0;1;3410;455;218;122;62;53;49;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;460;363;557;100,0;30;30;0;1;99,8;3;438;21;18;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;0;−1;1;100,0;30;30;0;0;-;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;4326;3727;4925;100,0;30;30;0;1;100,0;Totalt i retning Tromsøya;3848;476;235;124;63;54;50;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;4326;3727;4925;100,0;30;30;0;1;100,0;Totalt;3849;476;235;125;63;54;50;4
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4940;4479;5401;100,0;31;31;0;0;100,0;1;4613;327;87;116;51;73;69;4
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4813;4432;5194;100,0;31;31;0;0;100,0;2;4535;279;75;103;46;54;52;2
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4939;4478;5400;100,0;31;31;0;0;100,0;Totalt i retning TROMSDALEN;4613;327;87;116;51;73;69;4
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4814;4433;5195;100,0;31;31;0;0;100,0;Totalt i retning KROKEN;4535;279;75;103;46;54;52;2
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;9754;8915;10593;100,0;31;31;0;1;100,0;Totalt;9148;605;162;219;97;128;122;6
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5308;4904;5712;100,0;28;28;0;0;100,0;1;4967;341;85;121;56;79;75;4
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5120;4789;5451;100,0;28;28;0;1;100,0;2;4821;299;79;110;47;62;59;3
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5307;4903;5711;100,0;28;28;0;0;100,0;Totalt i retning TROMSDALEN;4966;341;85;121;56;79;75;4
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5120;4789;5451;100,0;28;28;0;0;100,0;Totalt i retning KROKEN;4821;299;80;110;47;62;59;3
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;10427;9694;11160;100,0;28;28;0;0;100,0;Totalt;9787;640;164;231;103;141;134;7
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5390;5012;5768;100,0;31;31;0;0;100,0;1;5041;349;89;120;57;81;77;4
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5228;4926;5530;100,0;31;31;0;0;100,0;2;4916;312;85;113;48;66;63;3
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5389;5011;5767;100,0;31;31;0;0;100,0;Totalt i retning TROMSDALEN;5041;349;89;120;57;81;77;4
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5228;4926;5530;100,0;31;31;0;0;100,0;Totalt i retning KROKEN;4917;312;85;113;48;66;63;3
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;10618;9944;11292;100,0;31;31;0;0;100,0;Totalt;9958;660;174;233;105;148;140;8
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5152;4595;5709;100,0;30;30;0;0;100,0;1;4829;324;86;111;55;71;67;4
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5015;4530;5500;100,0;30;30;0;0;100,0;2;4720;295;81;109;48;58;55;3
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5152;4595;5709;100,0;30;30;0;0;100,0;Totalt i retning TROMSDALEN;4828;324;86;111;55;71;67;4
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5016;4531;5501;100,0;30;30;0;1;100,0;Totalt i retning KROKEN;4720;296;81;109;48;58;55;3
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;10167;9131;11203;100,0;30;30;0;0;100,0;Totalt;9548;619;167;220;104;129;122;7
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;5742;5218;6266;100,0;31;31;0;2;100,0;1;5346;395;104;145;65;81;76;5
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;5620;5167;6073;100,0;31;31;0;1;100,0;2;5254;366;102;140;58;65;62;3
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;5741;5217;6265;100,0;31;31;0;1;100,0;Totalt i retning TROMSDALEN;5346;395;104;145;65;81;76;5
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;5620;5167;6073;100,0;31;31;0;0;100,0;Totalt i retning KROKEN;5254;366;102;140;58;65;62;3
31958V1125796;Kraftforsyningen;EV8 S2D1 m8454;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;11361;10392;12330;100,0;31;31;0;1;100,0;Totalt;10600;760;206;285;123;146;138;8
