Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;48;36;60;100,0;31;31;0;48;0,0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;67;50;84;100,0;31;31;0;67;0,0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;116;87;145;100,0;31;31;0;116;0,0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;106;90;122;100,0;30;30;0;106;0,0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;79;69;89;100,0;30;30;0;79;0,0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;79;69;89;100,0;30;30;0;79;0,0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;106;90;122;100,0;30;30;0;106;0,0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;185;160;210;100,0;30;30;0;185;0,0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;70;61;79;100,0;31;31;0;70;0,0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;52;44;60;100,0;31;31;0;52;0,0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;52;44;60;100,0;31;31;0;52;0,0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;70;61;79;100,0;31;31;0;70;0,0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;122;106;138;100,0;31;31;0;122;0,0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;86;73;99;100,0;31;31;0;86;0,0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;65;55;75;100,0;31;31;0;65;0,0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;65;55;75;100,0;31;31;0;65;0,0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;86;73;99;100,0;31;31;0;86;0,0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;152;129;175;100,0;31;31;0;152;0,0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;82;72;92;100,0;30;30;0;82;0,0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;68;60;76;100,0;30;30;0;68;0,0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;68;60;76;100,0;30;30;0;68;0,0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;82;72;92;100,0;30;30;0;82;0,0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;150;132;168;100,0;30;30;0;150;0,0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;44;35;53;100,0;31;31;0;44;0,0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;35;27;43;100,0;31;31;0;35;0,0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;35;27;43;100,0;31;31;0;35;0,0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;44;35;53;100,0;31;31;0;44;0,0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;78;61;95;100,0;31;31;0;78;0,0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;39;33;45;100,0;30;30;0;39;0,0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;27;23;31;100,0;30;30;0;27;0,0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;27;23;31;100,0;30;30;0;27;0,0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;39;33;45;100,0;30;30;0;39;0,0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;66;56;76;100,0;30;30;0;66;0,0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;26;20;32;100,0;31;31;0;26;0,0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;18;14;22;100,0;31;31;0;18;0,0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;18;14;22;100,0;31;31;0;18;0,0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;26;20;32;100,0;31;31;0;26;0,0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;45;36;54;100,0;31;31;0;45;0,0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;41;33;49;100,0;31;31;0;41;0,0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;32;24;40;100,0;31;31;0;32;0,0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;32;24;40;100,0;31;31;0;32;0,0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;41;33;49;100,0;31;31;0;41;0,0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;73;58;88;100,0;31;31;0;73;0,0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;30;23;37;100,0;28;28;0;30;0,0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;15;11;19;100,0;28;28;0;15;0,0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;15;11;19;100,0;28;28;0;15;0,0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;30;23;37;100,0;28;28;0;30;0,0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;45;35;55;100,0;28;28;0;45;0,0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;30;24;36;100,0;31;31;0;30;0,0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;21;16;26;100,0;31;31;0;21;0,0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;21;16;26;100,0;31;31;0;21;0,0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;30;24;36;100,0;31;31;0;30;0,0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;51;41;61;100,0;31;31;0;51;0,0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;43;32;54;100,0;30;30;0;43;0,0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;28;20;36;100,0;30;30;0;28;0,0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;28;20;36;100,0;30;30;0;28;0,0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;43;32;54;100,0;30;30;0;43;0,0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;72;54;90;100,0;30;30;0;72;0,0;Totalt;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;112;40;184;10,0;30;3;1;112;0,0;1;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;106;33;179;10,0;30;3;1;106;0,0;2;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;106;33;179;10,0;30;3;1;106;0,0;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;112;40;184;10,0;30;3;1;112;0,0;Totalt i retning Kroken;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;218;73;363;10,0;30;3;1;218;0,0;Totalt;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;64;54;74;100,0;31;31;0;64;0,0;1;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;59;50;68;100,0;31;31;0;59;0,0;2;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;59;50;68;100,0;31;31;0;59;0,0;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;64;54;74;100,0;31;31;0;64;0,0;Totalt i retning Kroken;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;124;106;142;100,0;31;31;0;124;0,0;Totalt;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;66;55;77;100,0;31;31;0;66;0,0;1;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;61;51;71;100,0;31;31;0;61;0,0;2;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;61;51;71;100,0;31;31;0;61;0,0;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;66;55;77;100,0;31;31;0;66;0,0;Totalt i retning Kroken;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;127;107;147;100,0;31;31;0;127;0,0;Totalt;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;65;57;73;100,0;30;30;0;65;0,0;1;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;62;54;70;100,0;30;30;0;62;0,0;2;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;62;54;70;100,0;30;30;0;62;0,0;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;65;57;73;100,0;30;30;0;65;0,0;Totalt i retning Kroken;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;126;110;142;100,0;30;30;0;126;0,0;Totalt;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;38;31;45;100,0;31;31;0;38;0,0;1;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;38;31;45;100,0;31;31;0;38;0,0;2;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;38;31;45;100,0;31;31;0;38;0,0;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;38;31;45;100,0;31;31;0;38;0,0;Totalt i retning Kroken;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;76;63;89;100,0;31;31;0;76;0,0;Totalt;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;34;29;39;100,0;30;30;0;34;0,0;1;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;32;27;37;100,0;30;30;0;32;0,0;2;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;32;27;37;100,0;30;30;0;32;0,0;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;34;29;39;100,0;30;30;0;34;0,0;Totalt i retning Kroken;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;67;57;77;100,0;30;30;0;67;0,0;Totalt;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;21;17;25;100,0;31;31;0;21;0,0;1;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;20;16;24;100,0;31;31;0;20;0,0;2;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;20;16;24;100,0;31;31;0;20;0,0;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;21;17;25;100,0;31;31;0;21;0,0;Totalt i retning Kroken;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;41;33;49;100,0;31;31;0;41;0,0;Totalt;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;33;27;39;100,0;31;31;0;33;0,0;1;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;32;26;38;100,0;31;31;0;32;0,0;2;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;32;26;38;100,0;31;31;0;32;0,0;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
